CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SMPLNNBR,VSTNBR,LAYER_TYPE,SAMPLER_TYPE,QASTATCD,SAMPLE_DATE,LAB_ID,SAMPLE_ID,FIELD_MOIST_SOIL_WT,AIR_DRY_SOIL_WT,OVEN_DRY_SOIL_WT,FIELD_MOIST_WATER_CONTENT_PCT,RESIDUAL_WATER_CONTENT_PCT,TOTAL_WATER_CONTENT_PCT,BULK_DENSITY,COARSE_FRACTION_PCT,C_ORG_PCT,C_INORG_PCT,C_TOTAL_PCT,N_TOTAL_PCT,PH_H2O,PH_CACL2,EXCHNG_NA,EXCHNG_K,EXCHNG_MG,EXCHNG_CA,EXCHNG_AL,ECEC,EXCHNG_MN,EXCHNG_FE,EXCHNG_NI,EXCHNG_CU,EXCHNG_ZN,EXCHNG_CD,EXCHNG_PB,EXCHNG_S,BRAY1_P,OLSEN_P,MEASYEAR,MODIFIED_DATE,CREATED_DATE
29198842010900,24461361010900,2003,53,73,83920,2,1,FF_TOTAL,SF,1,2003-08-23 00:00:00,LOFSL,804,138.43,113.36,106.13,22.12,6.82,30.44,,,45.5,,45.5,1.36,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198845010900,24461361010900,2003,53,73,83920,2,1,MIN_1,BD,1,2003-08-23 00:00:00,LOFSL,264,239.16,215.07,209.63,11.2,2.6,14.09,,70.25,4.46,0.41,4.87,0.3,5.19,4.48,13.9,78.54,148.6,1083.0,147.8,8.53,14.01,0.0,0.29,0.0,0.36,0.11,0.99,1.42,19.11,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198846010900,24461361010900,2003,53,73,83920,2,1,MIN_2,BD,1,2003-08-23 00:00:00,LOFSL,231,280.78,256.2,249.32,9.59,2.76,12.62,,67.5,3.15,0.31,3.46,0.19,5.3,4.54,0.0,27.52,116.8,694.8,151.04,6.18,7.69,1.62,0.08,0.0,0.46,-0.02,0.15,4.26,27.01,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198843010900,24461361010900,2003,53,73,83920,3,1,FF_TOTAL,SF,1,2003-08-23 00:00:00,LOFSL,805,162.5,145.72,134.34,11.52,8.47,20.96,,,45.12,,45.12,1.24,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198844010900,24461361010900,2003,53,73,83920,4,1,FF_TOTAL,SF,1,2003-08-23 00:00:00,LOFSL,806,152.78,129.8,119.98,17.7,8.19,27.34,,,43.41,,43.41,1.23,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198719010900,24465872010900,2003,53,77,57339,2,1,FF_TOTAL,SF,1,2003-10-13 00:00:00,LOFSL,1104,215.15,135.13,125.76,59.22,7.45,71.08,,,45.14,,45.14,1.08,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198722010900,24465872010900,2003,53,77,57339,2,1,MIN_1,O,1,2003-10-13 00:00:00,LOFSL,376,209.33,197.6,191.35,5.94,3.26,9.39,,11.29,2.73,0.31,3.04,0.13,6.18,4.97,11.42,690.3,221.1,1262.0,39.31,10.37,12.97,0.0,0.0,0.0,0.82,0.07,0.0,0.0,82.19,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198723010900,24465872010900,2003,53,77,57339,2,1,MIN_2,O,1,2003-10-13 00:00:00,LOFSL,329,193.56,178.65,172.07,8.35,3.83,12.49,,13.35,2.63,0.32,2.95,0.11,5.68,5.13,0.0,689.3,173.7,1442.0,20.73,10.62,18.14,0.0,0.0,0.0,0.05,-0.02,0.64,0.0,49.64,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198720010900,24465872010900,2003,53,77,57339,3,1,FF_TOTAL,SF,1,2003-10-13 00:00:00,LOFSL,1105,315.93,221.71,203.07,42.5,9.18,55.58,,,36.56,,36.56,1.24,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198721010900,24465872010900,2003,53,77,57339,4,1,FF_TOTAL,SF,1,2003-10-13 00:00:00,LOFSL,1106,206.27,109.28,101.75,88.75,7.4,102.72,,,39.77,,39.77,1.24,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198738010900,24467269010900,2003,53,77,57789,2,1,FF_TOTAL,SF,1,2003-10-09 00:00:00,LOFSL,1096,107.48,60.07,55.64,78.92,7.96,93.17,,,29.74,,29.74,1.18,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198741010900,24467269010900,2003,53,77,57789,2,1,MIN_1,O,1,2003-10-09 00:00:00,LOFSL,373,193.2,179.96,175.37,7.36,2.62,10.17,,27.65,4.51,0.36,4.87,0.42,5.77,5.34,9.47,265.6,201.3,2920.0,5.05,17.0,4.66,0.0,0.0,0.0,0.48,0.12,0.0,0.04,34.32,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198742010900,24467269010900,2003,53,77,57789,2,1,MIN_2,O,1,2003-10-09 00:00:00,LOFSL,327,188.43,177.13,172.62,6.38,2.61,9.16,,45.53,5.0,0.4,5.4,0.41,5.83,5.21,0.0,184.7,182.4,2873.0,2.22,16.33,4.91,0.0,0.0,0.0,0.26,-0.02,0.5,0.51,26.78,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198739010900,24467269010900,2003,53,77,57789,3,1,FF_TOTAL,SF,1,2003-10-09 00:00:00,LOFSL,1097,381.02,294.28,264.69,29.48,11.18,43.95,,,38.35,,38.35,1.45,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
29198740010900,24467269010900,2003,53,77,57789,4,1,FF_TOTAL,SF,1,2003-10-09 00:00:00,LOFSL,1098,198.33,100.01,93.29,98.31,7.2,112.59,,,45.17,,45.17,1.09,,,,,,,,,,,,,,,,,,,2003,2018-02-23 20:56:54,2008-05-14 15:09:12
2500704010901,25095250010900,2004,53,7,70316,3,,FF_TOTAL,SF,1,2004-06-16 00:00:00,LOFSL,89,7.62,7.46,7.22,2.14,3.2,5.41,,,36.053,,36.053,0.693,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500703010901,25095250010900,2004,53,7,70316,2,,FF_TOTAL,SF,1,2004-06-16 00:00:00,LOFSL,88,78.93,77.15,75.33,2.3,2.4,4.76,,,25.88,,25.88,0.469,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500632010901,25095250010900,2004,53,7,70316,2,,MIN_1,O,1,2004-06-16 00:00:00,LOFSL,29,234.89,226.17,225.76,3.85,0.17,4.04,,76.023,4.63,0.262,4.892,0.291,6.56,6.0,0.0,355.85,199.7,2095.0,4.58,13.057,6.13,0.56,0.51,0.0,0.0,0.03,0.0,0.94,83.6,45.2,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500628010901,25095250010900,2004,53,7,70316,2,,MIN_2,O,1,2004-06-16 00:00:00,LOFSL,26,265.51,253.11,252.39,4.89,0.28,5.19,,58.895,2.86,0.226,3.086,0.116,6.54,5.93,11.01,357.58,128.0,1569.0,0.74,9.852,4.81,0.0,0.0,0.0,0.0,0.02,0.0,2.94,87.4,35.0,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500705010901,25095250010900,2004,53,7,70316,4,,FF_TOTAL,SF,1,2004-06-16 00:00:00,LOFSL,90,887.27,787.62,740.58,12.65,6.35,19.8,,,46.404,,46.404,1.073,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500680010901,24865433010900,2004,53,9,87562,2,1,MIN_1,BD,1,2004-07-01 00:00:00,LOFSL,74,176.09,135.77,131.9,29.69,2.93,33.49,,43.736,5.34,0.228,5.568,0.292,4.4,4.12,0.0,64.53,12.58,50.09,960.6,11.199,20.2,55.64,0.38,0.0,0.56,0.0,0.0,10.87,24.8,37.4,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500719010901,24862779010900,2004,53,9,56338,2,1,FF_TOTAL,SF,1,2004-06-28 00:00:00,LOFSL,110,632.63,387.54,364.11,63.24,6.43,73.74,,,51.163,,51.163,1.284,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500720010901,24862779010900,2004,53,9,56338,4,1,FF_TOTAL,SF,1,2004-06-28 00:00:00,LOFSL,111,639.38,306.6,284.58,108.53,7.73,124.67,,,45.694,,45.694,0.936,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500856010901,24865433010900,2004,53,9,87562,2,1,FF_TOTAL,SF,1,2004-07-01 00:00:00,LOFSL,231,950.82,622.58,564.84,52.72,10.22,68.33,,,38.723,,38.723,1.255,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500671010901,24865433010900,2004,53,9,87562,2,1,MIN_2,BD,1,2004-07-01 00:00:00,LOFSL,67,203.31,168.14,154.49,20.91,8.83,31.6,,27.032,1.85,0.115,1.965,0.073,6.07,5.27,41.67,164.58,1908.0,5386.0,42.65,43.643,16.12,0.0,0.0,0.0,0.0,0.02,0.0,4.1,8.17,11.78,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500857010901,24865433010900,2004,53,9,87562,3,1,FF_TOTAL,SF,1,2004-07-01 00:00:00,LOFSL,232,377.47,377.47,339.37,0.0,11.22,11.22,,,41.06,,41.06,0.897,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500859010901,24865433010900,2004,53,9,87562,4,1,FF_TOTAL,SF,1,2004-07-01 00:00:00,LOFSL,233,613.09,429.44,385.88,42.76,11.28,58.88,,,43.358,,43.358,0.955,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501107010901,24868555010900,2004,53,13,71224,2,2,FF_TOTAL,SF,1,2004-07-22 00:00:00,LOFSL,479,1150.28,634.28,563.43,81.35,12.57,104.15,,,25.468,,25.468,0.546,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500756010901,24868555010900,2004,53,13,71224,2,2,MIN_1,O,1,2004-07-22 00:00:00,LOFSL,155,158.64,114.6,110.56,38.42,3.64,43.47,,11.335,7.54,0.215,7.755,0.279,6.1,5.32,0.0,258.28,529.5,3239.0,2.42,21.204,21.29,0.02,0.0,0.0,0.21,0.04,0.0,244.5,82.1,46.2,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500742010901,24868555010900,2004,53,13,71224,2,2,MIN_2,BD,1,2004-07-22 00:00:00,LOFSL,141,152.72,103.56,99.77,47.47,3.79,53.06,,20.221,2.76,0.149,2.909,0.166,6.16,5.43,6.38,247.59,377.6,1925.0,4.59,13.423,10.58,0.0,0.0,0.0,0.0,0.04,0.0,5.13,165.0,121.8,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501108010901,24868555010900,2004,53,13,71224,3,2,FF_TOTAL,SF,1,2004-07-22 00:00:00,LOFSL,480,306.91,223.8,199.09,37.13,12.4,54.15,,,27.6,,27.6,0.768,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500911010901,24868896010900,2004,53,15,81947,2,1,FF_TOTAL,SF,1,2004-08-23 00:00:00,LOFSL,761,207.57,107.78,101.64,92.58,6.04,104.21,,,17.261,,17.261,0.594,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500940010901,24868896010900,2004,53,15,81947,2,1,MIN_1,BD,1,2004-08-23 00:00:00,LOFSL,240,172.62,109.38,105.37,57.81,3.8,63.82,,41.302,8.1,0.217,8.317,0.513,5.69,5.19,3.4,256.37,279.3,2807.0,5.95,17.04,45.03,0.0,0.0,0.0,0.0,0.07,0.0,7.46,13.4,10.72,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500836010901,24868896010900,2004,53,15,81947,2,1,MIN_2,BD,1,2004-08-23 00:00:00,LOFSL,221,214.25,142.4,137.14,50.45,3.83,56.22,,47.482,6.35,0.207,6.557,0.423,5.59,5.02,0.0,228.71,181.9,2076.0,11.77,12.57,29.99,0.0,0.0,0.0,0.0,0.07,0.0,8.56,12.7,6.48,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500912010901,24868896010900,2004,53,15,81947,3,1,FF_TOTAL,SF,1,2004-08-23 00:00:00,LOFSL,762,411.36,175.64,164.91,134.2,6.5,149.43,,,32.765,,32.765,1.101,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500913010901,24868896010900,2004,53,15,81947,4,1,FF_TOTAL,SF,1,2004-08-23 00:00:00,LOFSL,763,299.03,127.22,118.42,135.04,7.42,152.5,,,31.219,,31.219,1.096,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501059010901,24879168010900,2004,53,27,66590,2,2,FF_TOTAL,SF,1,2004-07-13 00:00:00,LOFSL,379,385.89,185.01,171.98,108.57,7.57,124.36,,,34.107,,34.107,0.816,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500724010901,24879168010900,2004,53,27,66590,2,2,MIN_1,BD,1,2004-07-13 00:00:00,LOFSL,122,283.52,231.76,229.66,22.33,0.91,23.44,,65.43,9.67,0.143,9.813,0.398,4.15,3.49,27.58,38.58,391.4,1384.0,243.9,13.055,3.18,64.98,0.24,0.0,11.75,0.02,0.18,8.6,6.05,2.32,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500721010901,24879168010900,2004,53,27,66590,2,2,MIN_2,BD,1,2004-07-13 00:00:00,LOFSL,112,285.51,234.65,230.65,21.67,1.73,23.78,,39.981,4.98,0.158,5.138,0.17,4.31,3.58,0.56,41.09,61.46,75.84,792.7,9.805,0.64,97.49,0.0,0.0,8.39,0.01,0.24,10.06,1.8,0.812,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501060010901,24879168010900,2004,53,27,66590,3,2,FF_TOTAL,SF,1,2004-07-13 00:00:00,LOFSL,380,522.75,175.66,152.01,197.59,15.55,243.87,,,45.777,,45.777,1.159,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501061010901,24879168010900,2004,53,27,66590,4,2,FF_TOTAL,SF,1,2004-07-13 00:00:00,LOFSL,381,463.47,334.18,323.39,38.68,3.33,43.31,,,12.48,,12.48,0.27,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501062010901,24878094010900,2004,53,27,89874,2,2,FF_TOTAL,SF,1,2004-07-22 00:00:00,LOFSL,382,199.08,132.69,125.05,50.03,6.1,59.19,,,36.423,,36.423,1.203,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500725010901,24878094010900,2004,53,27,89874,2,2,MIN_1,BD,1,2004-07-22 00:00:00,LOFSL,123,212.12,162.06,156.65,30.88,3.45,35.4,,2.182,5.03,0.256,5.286,0.394,5.37,4.65,19.66,186.98,112.0,519.5,141.2,5.647,21.45,2.73,0.09,0.0,0.0,0.04,0.2,10.32,2.83,3.02,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500722010901,24878094010900,2004,53,27,89874,2,2,MIN_2,BD,1,2004-07-22 00:00:00,LOFSL,113,221.12,169.55,165.03,30.41,2.73,33.98,,3.559,4.49,0.26,4.75,0.352,5.22,4.49,0.0,107.39,21.88,109.9,189.1,3.105,16.77,0.0,0.0,0.0,0.0,0.01,0.17,16.43,2.12,0.446,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501063010901,24878094010900,2004,53,27,89874,3,2,FF_TOTAL,SF,1,2004-07-22 00:00:00,LOFSL,383,131.29,91.0,86.09,44.27,5.69,52.49,,,30.769,,30.769,1.528,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501064010901,24878094010900,2004,53,27,89874,4,2,FF_TOTAL,SF,1,2004-07-22 00:00:00,LOFSL,384,471.06,227.9,214.7,106.69,6.14,119.39,,,40.791,,40.791,1.999,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500932010901,24883193010900,2004,53,31,53151,2,2,FF_TOTAL,SF,1,2004-07-12 00:00:00,LOFSL,237,121.88,52.5,48.19,132.15,8.92,152.88,,,33.111,,33.111,0.922,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500686010901,24883193010900,2004,53,31,53151,2,2,MIN_1,BD,1,2004-07-12 00:00:00,LOFSL,76,227.24,182.5,179.16,24.51,1.86,26.83,,23.103,3.67,0.226,3.896,0.386,5.45,4.75,0.53,35.53,214.5,1245.0,94.29,9.118,128.5,0.0,0.97,0.0,1.28,0.09,0.0,4.73,1.27,2.48,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500935010901,24883193010900,2004,53,31,53151,3,2,FF_TOTAL,SF,1,2004-07-12 00:00:00,LOFSL,238,58.27,36.37,34.36,60.21,5.83,69.56,,,34.96,,34.96,1.278,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500938010901,24883193010900,2004,53,31,53151,4,2,FF_TOTAL,SF,1,2004-07-12 00:00:00,LOFSL,239,102.35,41.17,37.98,148.6,8.38,169.44,,,33.453,,33.453,0.977,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501112010901,24835805010900,2004,53,33,99710,2,1,FF_TOTAL,SF,1,2004-08-02 00:00:00,LOFSL,513,2451.79,1413.4,1224.25,73.46,15.44,100.26,,,34.048,,34.048,1.064,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500770010901,24835805010900,2004,53,33,99710,2,1,MIN_1,BD,1,2004-08-02 00:00:00,LOFSL,166,201.28,159.09,155.1,26.51,2.56,29.76,,20.867,6.15,0.153,6.303,0.282,4.84,4.25,0.0,41.88,29.15,273.5,191.4,3.839,9.53,44.04,0.01,0.0,0.42,0.05,0.02,7.09,12.0,18.3,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500747010901,24835805010900,2004,53,33,99710,2,1,MIN_2,BD,1,2004-08-02 00:00:00,LOFSL,150,197.81,157.0,153.25,25.99,2.44,29.07,,20.335,5.57,0.157,5.727,0.217,5.07,4.45,0.0,30.83,11.65,103.3,191.2,2.816,5.35,9.11,0.0,0.0,0.0,0.05,0.0,8.01,8.76,13.12,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501113010901,24835805010900,2004,53,33,99710,3,1,FF_TOTAL,SF,1,2004-08-02 00:00:00,LOFSL,514,1538.77,1162.9,1080.28,32.32,7.64,42.44,,,25.583,,25.583,0.689,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501114010901,24835805010900,2004,53,33,99710,4,1,FF_TOTAL,SF,1,2004-08-02 00:00:00,LOFSL,515,801.51,535.15,475.75,49.77,12.48,68.47,,,28.152,,28.152,0.993,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501200010901,24839927010900,2004,53,37,94087,2,2,FF_TOTAL,SF,1,2004-08-18 00:00:00,LOFSL,843,204.35,201.99,189.08,1.16,6.82,8.07,,,34.451,,34.451,0.773,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500965010901,24839927010900,2004,53,37,94087,2,2,MIN_1,O,1,2004-08-18 00:00:00,LOFSL,266,266.01,258.63,252.04,2.85,2.61,5.54,,40.543,3.12,0.166,3.286,0.146,5.63,5.0,0.0,262.67,255.2,2431.0,10.03,15.012,41.22,0.0,0.0,0.0,0.0,0.06,0.0,0.0,53.0,48.6,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501201010901,24839927010900,2004,53,37,94087,3,2,FF_TOTAL,SF,1,2004-08-18 00:00:00,LOFSL,844,103.61,102.62,97.88,0.96,4.83,5.85,,,32.999,,32.999,0.783,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501202010901,24839927010900,2004,53,37,94087,4,2,FF_TOTAL,SF,1,2004-08-18 00:00:00,LOFSL,845,54.02,53.43,51.38,1.1,3.98,5.13,,,35.05,,35.05,0.655,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500868010901,24845887010900,2004,53,41,56670,3,1,FF_TOTAL,SF,1,2004-08-12 00:00:00,LOFSL,681,97.4,83.0,79.79,17.34,4.01,22.06,,,28.701,,28.701,1.033,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500869010901,24845887010900,2004,53,41,56670,4,1,FF_TOTAL,SF,1,2004-08-12 00:00:00,LOFSL,682,86.29,83.96,80.27,2.77,4.59,7.49,,,35.581,,35.581,1.075,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501165010901,24843607010900,2004,53,41,94708,2,1,FF_TOTAL,SF,1,2004-08-10 00:00:00,LOFSL,665,264.93,172.31,151.23,53.75,13.93,75.17,,,36.059,,36.059,0.705,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500827010901,24843607010900,2004,53,41,94708,2,1,MIN_1,O,1,2004-08-10 00:00:00,LOFSL,216,190.42,162.27,156.77,17.34,3.5,21.46,,15.295,7.03,0.22,7.25,0.178,5.05,4.35,11.31,181.77,342.7,1773.0,67.37,12.928,75.57,0.0,0.0,0.0,2.47,0.03,0.0,4.32,23.1,21.2,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500807010901,24843607010900,2004,53,41,94708,2,1,MIN_2,O,1,2004-08-10 00:00:00,LOFSL,198,218.15,192.54,186.02,13.3,3.5,17.27,,12.369,4.28,0.185,4.465,0.15,5.34,4.54,0.0,139.41,322.2,1755.0,66.39,12.501,52.14,0.0,0.0,0.0,1.23,0.02,0.0,4.24,15.2,10.1,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501166010901,24843607010900,2004,53,41,94708,3,1,FF_TOTAL,SF,1,2004-08-10 00:00:00,LOFSL,666,180.46,131.32,118.02,37.42,11.26,52.89,,,27.211,,27.211,1.138,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501167010901,24843607010900,2004,53,41,94708,4,1,FF_TOTAL,SF,1,2004-08-10 00:00:00,LOFSL,667,499.61,375.7,321.27,32.98,16.94,55.5,,,20.699,,20.699,0.905,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500914010901,24848431010900,2004,53,41,98812,3,1,FF_TOTAL,SF,1,2004-08-20 00:00:00,LOFSL,764,964.76,581.58,515.14,65.88,12.89,87.27,,,50.559,,50.559,0.875,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500915010901,24848431010900,2004,53,41,98812,4,1,FF_TOTAL,SF,1,2004-08-20 00:00:00,LOFSL,765,218.6,160.54,147.34,36.16,8.95,48.35,,,41.349,,41.349,1.086,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500716010901,24849921010900,2004,53,45,97186,2,1,FF_TOTAL,SF,1,2004-06-23 00:00:00,LOFSL,107,376.29,236.7,222.07,58.97,6.58,69.44,,,43.051,,43.051,1.06,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500641010901,24849921010900,2004,53,45,97186,2,1,MIN_1,BD,1,2004-06-23 00:00:00,LOFSL,35,181.88,162.08,159.7,12.21,1.48,13.88,,53.892,5.75,0.15,5.9,0.131,5.03,4.51,0.0,73.25,71.56,513.0,81.34,4.24,54.87,3.1,0.65,0.0,0.35,0.0,0.0,4.07,10.6,11.86,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500636010901,24849921010900,2004,53,45,97186,2,1,MIN_2,BD,1,2004-06-24 00:00:00,LOFSL,31,286.37,267.78,263.91,6.94,1.46,8.5,,69.676,1.93,0.112,2.042,0.057,5.36,4.72,0.0,25.18,27.62,174.7,76.04,2.008,2.76,0.0,0.0,0.0,0.0,0.01,0.0,7.92,8.92,3.7,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500717010901,24849921010900,2004,53,45,97186,3,1,FF_TOTAL,SF,1,2004-06-24 00:00:00,LOFSL,108,163.67,126.08,119.28,29.81,5.7,37.21,,,34.797,,34.797,0.867,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500718010901,24849921010900,2004,53,45,97186,4,1,FF_TOTAL,SF,1,2004-06-24 00:00:00,LOFSL,109,522.6,329.89,307.13,58.41,7.4,70.15,,,41.182,,41.182,1.106,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500708010901,24853023010900,2004,53,47,51361,2,,FF_TOTAL,SF,1,2004-06-23 00:00:00,LOFSL,93,335.43,324.89,308.22,3.24,5.4,8.82,,,44.561,,44.561,1.137,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500634010901,24853023010900,2004,53,47,51361,2,,MIN_1,O,1,2004-06-23 00:00:00,LOFSL,30,133.31,128.87,127.29,3.44,1.23,4.72,,11.555,2.38,0.143,2.523,0.11,6.25,5.6,0.0,114.45,77.03,1101.0,5.74,6.484,11.63,0.16,0.5,0.0,0.0,0.05,0.0,0.27,270.0,31.2,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500630010901,24853023010900,2004,53,47,51361,2,,MIN_2,O,1,2004-06-23 00:00:00,LOFSL,27,206.79,201.47,200.65,2.64,0.4,3.05,,28.971,0.95,0.088,1.038,0.037,6.32,5.65,23.78,118.78,32.88,550.4,3.87,3.467,6.88,0.0,0.0,0.0,0.0,0.01,0.04,2.54,264.0,31.6,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500709010901,24853023010900,2004,53,47,51361,3,,FF_TOTAL,SF,1,2004-06-23 00:00:00,LOFSL,94,176.98,171.89,163.94,2.96,4.84,7.95,,,47.974,,47.974,0.933,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500710010901,24853023010900,2004,53,47,51361,4,,FF_TOTAL,SF,1,2004-06-23 00:00:00,LOFSL,95,178.57,177.91,170.51,0.37,4.33,4.72,,,48.924,,48.924,0.856,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500818010901,24856948010900,2004,53,47,76282,3,2,FF_TOTAL,SF,1,2004-06-28 00:00:00,LOFSL,212,357.91,185.75,160.95,92.68,15.4,122.36,,,45.431,,45.431,1.252,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2500820010901,24856948010900,2004,53,47,76282,4,2,FF_TOTAL,SF,1,2004-06-28 00:00:00,LOFSL,213,676.37,566.54,527.25,19.38,7.45,28.28,,,49.424,,49.424,0.975,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
2501168010901,24859445010900,2004,53,49,82009,2,1,FF_TOTAL,SF,1,2004-08-13 00:00:00,LOFSL,668,266.65,199.77,175.08,33.47,14.09,52.29,,,32.406,,32.406,1.013,,,,,,,,,,,,,,,,,,,2004,2018-02-23 20:56:54,2008-05-14 15:09:12
